path,x_min,x_max,y_min,y_max,label
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/000.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/001.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/002.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/003.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/004.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/005.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/006.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/007.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/008.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/009.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/010.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/011.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/012.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/013.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/014.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/015.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/016.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/017.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/018.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/019.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/020.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/021.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/022.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/023.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/024.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/025.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/026.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/125_15/027.png,,,,,Non
