path,x_min,x_max,y_min,y_max,label
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/000.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/001.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/002.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/003.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/004.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/005.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/006.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/007.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/008.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/009.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/010.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/011.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/012.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/013.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/014.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/015.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/016.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/017.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/018.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/019.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/020.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/021.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/022.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/023.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/024.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/025.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/026.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/027.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/028.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/029.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/030.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/031.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/032.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/033.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/034.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/035.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/036.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/037.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/038.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/039.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/040.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/041.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/042.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/043.png,,,,,Non
/workspace/data/Artificialdata/crop_img/Isotropic/20_125/044.png,,,,,Non
